af,00,44,00,b9,00,0a,00,00,00,00,00,00,00,00,00,1f,01,1f,01,00,0a,00,00,00,00,33,47,06,00,00,00,00,00,00,01,03,00,00,00,01,64,07,01,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,fe,00,00,00,00,00,00,00,00,00,00,00,00,01,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00
bb,00,38,00,c2,00,0a,00,00,00,00,00,00,00,00,00,fa,00,fa,00,00,03,00,00,00,00,3b,47,02,00,00,00,01,00,00,01,03,00,00,00,05,00,03,01,0a,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00
c4,00,38,00,cb,00,0a,00,00,00,00,00,00,00,00,00,fb,00,fb,00,00,03,00,00,00,00,3b,47,02,00,00,00,00,00,00,00,03,00,00,00,00,00,0a,01,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00
cd,00,2b,00,d3,00,0a,00,00,00,00,00,00,00,00,00,20,01,20,01,00,03,00,00,00,00,33,47,02,00,00,00,01,00,00,01,03,00,00,00,05,00,0f,01,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00
d5,00,2b,00,db,00,0a,00,00,00,00,00,00,00,00,00,3e,01,3e,01,00,03,00,00,00,00,73,47,02,00,00,00,00,00,00,00,03,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00
dd,00,2b,00,e3,00,0a,00,00,00,00,00,00,00,00,00,0b,01,0b,01,00,03,00,00,00,00,73,47,02,00,00,00,00,00,00,00,03,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00
e5,00,80,00,f6,00,0a,00,00,00,00,00,00,00,00,00,00,00,00,00,00,05,00,00,00,00,3b,47,02,00,00,00,00,00,00,00,03,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00
f8,00,4a,00,02,01,0a,00,00,00,00,00,00,00,00,00,00,00,00,00,00,05,00,00,00,00,33,47,06,00,00,00,01,00,00,01,03,00,00,00,01,00,18,01,0a,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00
04,01,2d,00,0a,01,0a,00,00,00,00,00,00,00,00,00,00,00,00,00,00,05,00,00,00,00,33,45,02,00,00,00,20,00,00,00,03,00,00,00,03,00,00,00,00,00,00,00,00,00,ff,00,00,00,00,00,00,00,00,00,ff,00,00,00,00,00,00,00,00,00,00,00,00,fe,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00
0c,01,3e,00,15,01,0a,00,00,00,00,00,00,00,00,00,00,00,00,00,00,06,00,00,00,00,33,47,02,00,00,00,20,00,00,00,03,00,00,00,03,00,00,00,00,00,00,00,00,00,ff,00,00,00,00,00,00,00,00,00,ff,00,00,00,00,00,00,00,00,00,00,00,00,fe,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00
17,01,41,00,20,01,0a,00,00,00,00,00,00,00,00,00,00,00,00,00,00,07,00,00,00,00,33,47,02,00,00,00,00,00,00,00,03,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00
22,01,61,00,2f,01,0a,00,00,00,00,00,00,00,00,00,00,00,00,00,00,08,00,00,00,00,33,47,06,00,00,00,00,00,00,00,03,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00
31,01,5f,00,3e,01,0a,00,00,00,00,00,00,00,00,00,00,00,00,00,00,01,00,00,00,00,33,47,06,00,00,00,01,00,00,01,03,00,00,00,01,00,20,01,0a,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00
40,01,2b,00,46,01,0a,00,00,00,00,00,00,00,00,00,fc,00,fc,00,00,03,00,00,00,00,73,47,02,00,00,00,00,00,00,00,03,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00
48,01,2b,00,4e,01,0a,00,00,00,00,00,00,00,00,00,fd,00,fd,00,00,03,00,00,00,00,73,47,02,00,00,00,00,00,00,00,03,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00
50,01,54,00,5b,01,0a,00,00,00,00,00,00,00,00,00,b6,00,b6,00,00,03,00,00,00,00,33,47,56,00,00,00,01,00,00,01,03,00,00,00,01,82,0c,01,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00
5d,01,23,00,62,01,0a,00,00,00,00,00,00,00,00,00,f3,00,f3,00,00,06,00,00,00,00,3b,47,06,00,00,00,01,00,00,01,03,00,00,00,01,00,30,01,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00
64,01,27,00,6a,01,0a,00,00,00,00,00,00,00,00,00,00,00,00,00,00,07,00,00,00,00,3b,47,02,00,00,00,00,00,00,00,03,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00
6c,01,52,00,76,01,0a,00,00,00,00,00,00,00,00,00,0e,01,0e,01,00,09,00,00,00,00,3b,47,06,00,00,00,02,00,00,01,03,00,00,00,03,00,24,01,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00
78,01,54,00,84,01,0a,00,00,00,00,00,00,00,00,00,0d,01,0d,01,00,10,00,00,00,00,3b,47,16,80,00,00,01,00,00,01,03,00,00,00,01,64,04,08,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00
86,01,14,00,8a,01,0a,00,00,00,00,00,00,00,00,00,00,00,00,00,00,06,00,00,00,00,73,47,02,00,00,00,00,00,00,00,03,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00
8c,01,66,00,99,01,0a,00,00,00,00,00,00,00,00,00,21,01,21,01,00,0a,00,00,00,00,33,47,06,00,00,00,0e,00,00,01,03,00,00,0f,03,00,10,01,00,08,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00
9b,01,6f,00,a9,01,0a,00,00,00,00,00,00,00,00,00,22,01,22,01,00,0b,00,00,00,00,3b,47,06,00,00,00,00,00,00,01,03,00,00,00,01,64,10,01,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,32,00,00,00,00,00,00,00,00,00,00,00,00,03,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00
ab,01,1e,00,b0,01,0a,00,00,00,00,00,00,00,00,00,00,00,00,00,00,05,00,00,00,00,33,47,02,00,00,00,00,00,00,00,03,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00
b2,01,1f,00,b7,01,0a,00,00,00,00,00,00,00,00,00,00,00,00,00,00,06,00,00,00,00,73,47,02,00,00,00,00,00,00,00,03,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00
b9,01,52,00,c3,01,0a,00,00,00,00,00,00,00,00,00,00,00,00,00,00,05,00,00,00,00,33,47,02,00,00,00,00,00,00,00,03,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00
c5,01,65,00,d3,01,0a,00,00,00,00,00,00,00,00,00,00,00,00,00,00,07,00,00,00,00,33,47,06,00,00,00,00,00,00,00,03,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00
d5,01,2b,00,db,01,0a,00,00,00,00,00,00,00,00,00,32,02,32,02,00,16,00,00,00,00,73,45,02,00,00,00,00,00,00,00,03,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00
dd,01,26,00,e2,01,0a,00,00,00,00,00,00,00,00,00,00,00,00,00,00,05,00,00,00,00,33,47,02,00,00,00,00,00,00,00,03,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00
e4,01,2b,00,ea,01,0a,00,00,00,00,00,00,00,00,00,45,01,00,00,00,03,00,00,00,00,73,45,02,00,00,00,00,00,00,00,03,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00
ec,01,2b,00,f2,01,0a,00,00,00,00,00,00,00,00,00,26,01,26,01,00,03,00,00,00,00,73,47,02,00,00,00,00,00,00,00,03,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00
f4,01,3a,00,fc,01,0a,00,00,00,00,00,00,00,00,00,06,01,06,01,00,09,00,00,00,00,33,47,02,00,00,00,00,00,00,00,03,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00
fe,01,5a,00,0a,02,0a,00,00,00,00,00,00,00,00,00,07,01,07,01,00,0a,00,00,00,00,33,47,02,00,00,00,80,00,00,01,03,00,00,00,10,00,0a,01,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00
0c,02,2b,00,12,02,0a,00,00,00,00,00,00,00,00,00,01,01,01,01,00,03,00,00,00,00,73,47,02,00,00,00,00,00,00,00,03,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00
14,02,30,00,1a,02,0a,00,00,00,00,00,00,00,00,00,27,01,00,00,00,09,00,00,00,00,33,47,06,00,00,00,00,00,00,01,03,00,00,00,03,00,18,01,00,00,00,00,00,64,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,64,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00
1c,02,5e,00,28,02,0a,00,00,00,00,00,00,00,00,00,00,00,00,00,00,01,00,00,00,00,33,47,56,00,00,00,01,00,00,01,03,00,00,0a,01,64,10,01,00,00,00,00,32,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00
2a,02,45,00,33,02,0a,00,00,00,00,00,00,00,00,00,00,00,00,00,00,01,00,00,00,00,33,47,56,00,00,00,01,00,00,01,03,00,00,0a,01,64,10,01,00,00,32,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,04,00,00,00,00,00,00
35,02,58,00,41,02,0a,00,00,00,00,00,00,00,00,00,00,00,00,00,00,01,00,00,00,00,33,47,56,00,00,00,0d,00,00,01,03,00,00,0a,01,5a,10,01,00,00,00,00,00,64,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00
43,02,af,00,5b,02,0a,00,00,00,00,00,00,00,00,00,4f,01,6a,01,00,11,00,00,00,00,33,47,06,00,00,00,02,00,00,00,03,00,00,00,00,00,00,01,00,00,00,00,00,00,00,00,00,00,00,00,00,00,ff,00,00,00,00,00,00,00,00,00,ff,00,00,03,00,00,00,00,00,00,00,00,00,02,00,00,00,00,00,00,00,00,00,00
5d,02,74,00,6d,02,0a,00,00,00,00,00,00,00,00,00,56,01,56,01,00,03,00,00,00,00,33,47,06,00,00,00,00,00,00,00,03,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00
6f,02,36,00,77,02,0a,00,00,00,00,00,00,00,00,00,00,00,00,00,00,01,00,00,00,00,33,47,02,00,00,00,00,00,00,01,03,00,00,00,05,00,08,01,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00
79,02,32,00,80,02,0a,00,00,00,00,00,00,00,00,00,00,00,00,00,00,01,00,00,00,00,33,47,02,00,00,00,00,00,00,01,03,00,00,00,05,00,0f,01,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00
82,02,1d,00,87,02,0a,00,00,00,00,00,00,00,00,00,4a,01,4a,01,00,03,00,00,00,00,3b,07,86,00,02,00,02,00,00,01,03,00,00,00,03,00,10,01,00,01,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00
89,02,3c,00,92,02,0a,00,00,00,00,00,00,00,00,00,4a,00,4a,00,00,03,00,00,00,00,3b,07,86,00,02,00,02,00,00,01,03,00,00,00,03,00,10,01,00,02,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00
94,02,3d,00,9c,02,0a,00,00,00,00,00,00,00,00,00,4c,01,4c,01,00,03,00,00,00,00,3b,07,86,00,02,00,02,00,00,01,03,00,00,00,03,00,10,01,00,04,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00
9e,02,2c,00,a4,02,0a,00,00,00,00,00,00,00,00,00,4d,01,4d,01,00,03,00,00,00,00,3b,07,86,00,02,00,02,00,00,01,03,00,00,00,03,00,10,01,00,08,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00
a6,02,38,00,ae,02,0a,00,00,00,00,00,00,00,00,00,00,00,00,00,00,01,00,00,00,00,73,47,02,00,40,00,01,00,00,01,03,00,00,00,01,64,10,01,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00
b0,02,47,00,ba,02,0a,00,00,00,00,00,00,00,00,00,6e,00,6e,00,00,02,00,00,00,00,33,07,06,00,00,00,10,00,00,01,03,00,00,00,06,00,14,01,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00
bc,02,2b,00,c2,02,0a,00,00,00,00,00,00,00,00,00,00,00,00,00,00,05,00,00,00,00,3b,47,06,00,00,00,01,00,00,01,03,00,00,00,05,00,08,01,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00
c4,02,39,00,cb,02,0a,00,00,00,00,00,00,00,00,00,78,00,79,00,00,02,00,00,00,00,33,07,06,00,00,00,32,00,00,00,03,00,00,00,03,00,00,01,00,00,00,00,fe,fe,00,00,00,00,fe,fe,00,00,fe,fe,fe,00,00,00,00,00,00,00,00,00,fe,fe,fe,fe,00,00,00,00,00,00,00,00,00,fe,00,00,00,00,00,00,00,00
cd,02,4a,00,d6,02,0a,00,00,00,00,00,00,00,00,00,51,01,6c,01,00,02,00,00,00,00,33,47,06,00,00,00,02,00,00,00,03,00,00,00,03,00,00,01,00,00,00,00,00,00,00,00,00,00,32,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00
d8,02,64,00,e5,02,0a,00,00,00,00,00,00,00,00,00,81,01,81,01,00,0a,00,00,00,00,3b,47,06,00,00,00,00,00,00,01,03,00,00,00,09,00,14,01,00,00,00,00,00,00,00,00,00,00,19,00,00,00,32,32,32,00,00,00,00,00,00,00,00,00,00,03,03,03,00,00,00,00,00,00,00,00,00,00,00,04,00,00,00,00,00,00
e7,02,5f,00,f3,02,0a,00,00,00,00,00,00,00,00,00,3a,01,3a,01,00,09,00,00,00,00,33,47,06,00,00,00,82,00,00,01,03,00,00,00,03,00,30,01,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00
f5,02,4f,00,00,03,0a,00,00,00,00,00,00,00,00,00,00,00,00,00,00,06,00,00,00,00,3b,47,56,40,00,00,21,00,00,01,03,00,00,00,01,64,0c,01,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,ff,00,00,00,00,00,00,00,00,00,00,00,00,fe,00,00,00,00,00,00,00,00,00
02,03,5c,00,0f,03,0a,00,00,00,00,00,00,00,00,00,00,00,00,00,00,05,00,00,00,00,33,47,06,00,00,00,01,00,00,01,03,00,00,00,01,64,10,01,00,00,00,00,00,00,00,00,00,00,00,32,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00
11,03,70,00,1f,03,0a,00,00,00,00,00,00,00,00,00,00,00,00,00,00,05,00,00,00,00,33,4f,02,00,00,00,20,00,00,00,03,00,00,00,00,00,00,01,00,00,ff,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00
21,03,4a,00,2c,03,0a,00,00,00,00,00,00,00,00,00,00,00,00,00,00,01,00,00,00,00,3b,47,12,00,00,00,01,00,00,01,03,00,00,00,01,7e,20,01,78,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00
2e,03,33,00,35,03,0a,00,00,00,00,00,00,00,00,00,5a,01,5a,01,00,0a,00,00,00,00,73,47,02,00,00,00,80,00,00,01,03,00,00,00,08,00,10,01,00,00,ff,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00
37,03,33,00,3e,03,0a,00,00,00,00,00,00,00,00,00,5a,01,5a,01,00,0a,00,00,00,00,33,4f,02,00,00,00,00,00,00,00,03,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00
